,id,description,price,address,date added,agent
1286,76487831,2 bedroom apartment for sale,180000,"Manchester Road,
Droylsden,
Manchester,
M43 6EQ",18/10/2018, by DeTrafford Estates Group
1287,76120613,1 bedroom apartment for sale,180000,"Hood Street, Manchester, M4",04/10/2018, by Surrenden Invest
1280,55817751,1 bedroom flat for sale,180000,"Hill Quays, Manchester, M15",05/09/2018," by Square Quarters, Islington"
1277,74535719,3 bedroom semi-detached house for sale,180000,"Light Oaks Road, Salford",31/07/2018," by Hills Residential, Eccles "
1041,75857117,3 bedroom semi-detached house for sale,180000,"Dinorwic Close, Manchester, M8",24/09/2018," by Purplebricks, covering Manchester"
1040,76395500,3 bedroom end of terrace house for sale,180000,"Longfield Road, Baguley",16/10/2018," by Kirn Estates, Northenden"
1038,55287075,2 bedroom maisonette for sale,180000,"Manley Street, Salford",05/10/2018," by Greenco , Salford - Sales"
1034,56639067,3 bedroom terraced house for sale,180000,"Merton Road, Prestwich, Manchester, M25",07/11/2016," by Normie & Co, Whitefield"
1035,55928091,3 bedroom semi-detached house for sale,180000,"Ellen Wilkinson Crescent, Manchester",07/08/2018," by Edward Mellor Ltd, Levenshulme"
1036,76315655,2 bedroom apartment for sale,180000,"57 Norwood Road, Manchester, M32",22/10/2018," by Purplebricks, covering Manchester"
1037,71728130,3 bedroom semi-detached house for sale,180000,"Manchester Road, Swinton, M27",13/10/2018," by Purplebricks, covering Manchester"
1039,56440689,2 bedroom apartment for sale,180000,"Luxury Manchester Apartments, Talbot Road, Manchester",14/09/2017, by RW Invest
1276,55478751,2 bedroom apartment for sale,180400,"Lower Vickers Street, Manchester, Greater Manchester, M40",17/07/2018," by Urbane Brix, Chester"
1275,74643707,2 bedroom apartment for sale,180400,"Signature Mill Lower Vickers Street, Manchester",25/07/2018," by JP Hay Sales & Lettings Limited, Manchester "
1274,52619133,2 bedroom apartment for sale,180400,"Lower Vickers Street, Manchester",24/01/2018, by Spencer Harvey
1273,74643677,2 bedroom apartment for sale,180400,"Signature Mill Lower Vickers Street, Manchester",25/07/2018," by JP Hay Sales & Lettings Limited, Manchester "
1272,56521248,1 bedroom flat for sale,180400,"Trafford Wharf, Manchester, M17 1AB",10/09/2018," by Hunters, Worsley"
1271,51390063,2 bedroom apartment for sale,180600,"Signature Mill, Lower Vickers Street, Manchester",31/10/2017," by YOPA, National"
1270,51388134,2 bedroom apartment for sale,180600,"Signature Mill, Lower Vickers Street, Manchester",31/10/2017," by YOPA, National"
1269,70779122,2 bedroom apartment for sale,182320,"Lower Vickers Street, Manchester",01/01/2018," by Doorsteps.co.uk, National "
1268,53878770,2 bedroom apartment for sale,182320,"Signature Mill,Lower Vickers Street,Manchester",13/04/2018," by Thomas Property Group, Chester"
1267,74643239,2 bedroom apartment for sale,182320,"Signature Mill Lower Vickers Street, Manchester",," by JP Hay Sales & Lettings Limited, Manchester "
1266,56521362,1 bedroom flat for sale,182600,"Trafford Wharf, Manchester, M17 1AB",31/10/2017, by Hunters
1265,72252362,2 bedroom apartment for sale,182750,"Signature Mill, Lower Vickers Street, Manchester",10/09/2018," by YOPA, National"
1264,75984953,1 bedroom apartment for sale,183500,"Spectrum, Blackfriars Road, Blackfriars",08/03/2018," by Goodwin Fish, Manchester"
1263,75870719,1 bedroom apartment for sale,183600,"Derwent St, 
Manchester,
M5 4RE
",29/09/2018, by Alliance Investments
1262,56340141,3 bedroom semi-detached house for sale,184000,"Woodstock Drive, Manchester, M27",30/09/2018," by Housesimple.com, Manchester"
1261,76122437,3 bedroom detached house for sale,184000,"Graver Lane, Manchester, M40",04/10/2018," by Purplebricks, covering Manchester"
1260,53437059,2 bedroom off-plan for sale,184495,Bridgewater Wharf,07/10/2018,Marketed by Emoov
1259,74074115,1 bedroom flat for sale,184500,"Mason Street, Manchester, Greater Manchester, M4",24/06/2018, by Royal Properties
1258,76120559,1 bedroom apartment for sale,184500,"Hood Street, Manchester, M4",04/10/2018, by Surrenden Invest
1249,75681590,2 bedroom flat for sale,184950,"Oakley Villas, Heaton Moor",15/09/2018," by Julian Wadden, The Heatons"
1250,55793787,3 bedroom semi-detached house for sale,184950,"Leicester Road, Manchester",01/08/2018," by Cousins Homes Ltd, Failsworth"
1251,55126494,2 bedroom apartment for sale,184950,"Appleby Lodge, Fallowfield, Manchester, M14 ",28/09/2018," by JP & Brimelow , Withington"
1248,60144697,3 bedroom town house for sale,184950,"St Johns Gardens, Failsworth, Manchester",19/01/2018," by N P Estates, Manchester"
1252,54373524,3 bedroom semi-detached house for sale,184950,"Morley Avenue, Fallowfield, Manchester, M14 ",09/08/2018," by JP & Brimelow , Withington"
1254,66429037,2 bedroom apartment for sale,184950,"Georgia Avenue, West Didsbury",11/09/2018," by Gascoigne Halman, Didsbury"
1255,66965998,2 bedroom apartment for sale,184950,"Georgia Avenue, Didsbury, Manchester",12/09/2018," by Philip James Kennedy, Didsbury"
1256,56130957,3 bedroom end of terrace house for sale,184950,"Dalton Avenue, Fallowfield, Manchester, M14 ",16/08/2018," by JP & Brimelow , Withington"
1257,76152560,3 bedroom semi-detached house for sale,184950,"Ferndown Road, Brooklands, Brooklands",05/10/2018," by Kirn Estates, Northenden"
1253,74179151,2 bedroom apartment for sale,184950,"Number One, Mediacityuk, Salford Quays, M50 ",11/10/2018," by Thornley Groves, Manchester Southern Gateway"
1244,70963553,2 bedroom apartment for sale,184995,"Bridgewater Wharf, Manchester, Greater Manchester, M5",12/01/2018, by York Laurent
1247,73167272,2 bedroom flat for sale,184995,"Cornbrook Road, Manchester, Greater Manchester, M15",14/05/2018, by Royal Properties
1246,74568140,3 bedroom terraced house for sale,184995,"Harcourt Street, Stretford",06/10/2018," by Craven & Company, Sale"
1245,54453807,2 bedroom apartment for sale,184995,NQ4 Central Block Northern Quater 47 Bengal St Manchester,03/05/2018," by Simply Residential & Simply Commercial, Bolton"
1243,75993818,2 bedroom flat for sale,184995,"Bridgewater Wharf Apartments, Ordsall Lane, Manchester, Greater Manchester, M5",30/09/2018, by Parker Buchanan Estates Ltd
1242,66572830,2 bedroom apartment for sale,184995,"Bridgewater Wharf, 257 Ordsall Lane, Manchester",23/07/2018," by Open House Estate Agents , Nationwide"
1233,55939959,3 bedroom semi-detached house for sale,185000,"Southlea Road, Manchester",17/10/2018," by Edward Mellor Ltd, Withington"
1232,67122154,3 bedroom semi-detached house for sale,185000,"Wordsworth Road, Reddish, Stockport, SK5",02/10/2018," by Reeds Rains , Reddish "
1234,67627096,3 bedroom terraced house for sale,185000,"Gorse Street, Stretford, Manchester, M32",21/09/2018," by Trading Places, Stretford"
1230,76508504,1 bedroom apartment for sale,185000,"Great Northern Tower, Deansgate, Manchester, M3 ",19/10/2018," by Thornley Groves, Manchester Southern Gateway"
1228,73994558,3 bedroom semi-detached house for sale,185000,"Hallwood Avenue, Salford",20/06/2018," by Keenans Estate Agents, Swinton"
1231,57136896,1 bedroom flat for sale,185000,"Brooklyn Loft Apartments, Manchester, Greater Manchester, M4",09/10/2018, by Alesco Investment Properties
1235,74386997,3 bedroom house for sale,185000,"Crescent Road, Manchester",06/07/2018, by homes4u
1229,76284179,2 bedroom apartment for sale,185000,"The Vie, Castlefield, Manchester, M3 ",11/10/2018," by Thornley Groves, Manchester Southern Gateway"
1237,76056293,3 bedroom semi-detached house for sale,185000,"Balmoral Drive, Denton",02/10/2018," by Philip James Kennedy, Sales"
1238,76433081,2 bedroom terraced house for sale,185000,"Beech Hurst Close, Whalley Range, Manchester, M16 ",17/10/2018," by JP & Brimelow, Chorlton & Didsbury Sales"
1239,66747157,3 bedroom apartment for sale,185000,"Victoria Mill, 10 Lower Vickers Street, Manchester",22/12/2017," by Ascend , Manchester "
1240,57150201,3 bedroom house for sale,185000,"Great Cheetham Street East, Salford",09/10/2018," by Greenco , Salford - Sales"
1241,67114090,2 bedroom apartment for sale,185000,"Chapeltown Street, Piccadilly Basin, Manchester City Centre ",22/08/2018," by O'Connor Bowden, Stockport - Sales"
1227,67388284,3 bedroom terraced house for sale,185000,"Clifford Street, Eccles",07/09/2018, by Irlam Estates
1236,54651576,Terraced house for sale,185000,"Wellington Road North, Stockport, Cheshire",31/05/2018," by Harvey Scott, Davenport"
1226,75806570,2 bedroom apartment for sale,185000,"Chapeltown Street, Piccadilly Basin, Manchester City Centre ",17/09/2018," by O'Connor Bowden, Stockport - Sales"
1223,67959901,2 bedroom apartment for sale,185000,"29-37 Great Ancoats Street, Manchester, M4",12/10/2018," by The Estate Agent Manchester, Manchester"
1224,68091844,2 bedroom detached bungalow for sale,185000,"Moston Lane, Moston, MANCHESTER",22/10/2018," by Henstock Property Services, Middleton"
1225,68026330,2 bedroom apartment for sale,185000,"Demesne Road, Whalley Range, Manchester, M16 ",18/10/2018, by JP & Brimelow
1222,67124053,3 bedroom end of terrace house for sale,185000,"Monica Grove, Manchester",22/08/2018," by Edward Mellor Ltd, Levenshulme"
1221,76481150,2 bedroom semi-detached house for sale,185000,"Farm Avenue, Stretford, Manchester, M32",18/10/2018," by Trading Places, Stretford"
1220,74665604,2 bedroom flat for sale,185000,"Ordsall Lane, Manchester, Greater Manchester, M5",26/07/2018," by Properties of the World Ltd, London"
1219,74643296,2 bedroom apartment for sale,185200,"Signature Mill Lower Vickers Street, Manchester",25/07/2018," by JP Hay Sales & Lettings Limited, Manchester "
1218,52619778,2 bedroom apartment for sale,185600,"Lower Vickers Street, Manchester",24/01/2018, by Spencer Harvey
1217,75835721,1 bedroom apartment for sale,186950,"Mason Street, Manchester, Greater Manchester, M4",26/09/2018, by Cushman & Wakefield
1216,67265107,3 bedroom semi-detached house for sale,187000,"Lingcrest Close, Levenshulme, Manchester",31/08/2018," by Kaye Mackenzie, Levenshulme - Sales"
1213,66572809,1 bedroom apartment for sale,187495,"Media City, Michigan Avenue, Salford Quays, Salford",22/07/2018," by Open House Estate Agents , Nationwide"
1214,76550681,1 bedroom apartment for sale,187495,"Michigan Avenue, Manchester, Greater Manchester, M50",20/10/2018, by Flambard Williams Limited
1215,68590484,1 bedroom apartment for sale,187495,"X1 Media City Towers, Media City, Manchester, M50",30/08/2017, by York Laurent
1212,57178839,2 bedroom mews house for sale,187500,"Haslington Road, Ashway Park, Manchester, Greater Manchester, M22",10/10/2018," by Roger Dean, Heald Green"
1211,75924674,2 bedroom apartment for sale,187500,"XQ7, Salford, Manchester, M5 ",27/09/2018," by Thornley Groves, Manchester Southern Gateway"
1210,57040977,1 bedroom flat for sale,187500,"The Hacienda, 11 - 15 Whitworth Street West, Manchester",05/10/2018," by Jordan Fishwick, Manchester"
1209,75610391,2 bedroom terraced house for sale,187500,"Carbis Avenue, Manchester, M11",13/09/2018," by Reeds Rains , Manchester"
1208,73631786,3 bedroom apartment for sale,187500,"Hulton Street, Salford",26/06/2018," by Ascend , Manchester "
1207,64878478,3 bedroom terraced house for sale,187500,"Carrill Grove East, Levenshulme, Manchester",11/04/2018," by Kaye Mackenzie, Levenshulme - Sales"
1206,72296150,2 bedroom apartment for sale,187950,"Signature Mill, Lower Vickers Street, Manchester",29/03/2018," by YOPA, National"
1204,76317128,3 bedroom semi-detached house for sale,187995,"Polletts Avenue,
Stockport,
SK5",12/10/2018, by Countryside 
1203,76558610,1 bedroom flat for sale,188000,"Worrall Street, Salford, Greater Manchester, M5",20/10/2018, by Royal Properties
1202,72584591,1 bedroom flat for sale,188500,"Ordsall Lane, Salford, Greater Manchester, M5 4XR",15/04/2018, by Zuker Property Ltd
1197,65873923,2 bedroom apartment for sale,188950,"Signature Mill,Lower Vickers Street,Manchester",20/06/2018, by Thomas Property Group
1199,54054087,2 bedroom apartment for sale,188950,"Signature Mill,Lower Vickers Street,Manchester",23/04/2018, by Thomas Property Group
1198,54762678,2 bedroom apartment for sale,188950,"Signature Mill,Lower Vickers Street,Manchester",07/06/2018, by Thomas Property Group
1201,55230798,2 bedroom apartment for sale,188950,"Signature Mill,Lower Vickers Street,Manchester",05/07/2018, by Thomas Property Group
1200,72033989,2 bedroom apartment for sale,188950,"Signature Mill, Lower Vickers Street, Manchester",14/03/2018," by YOPA, National"
1196,68145118,2 bedroom apartment for sale,189000,"City Point 2, 156 Chapel Street, M3 6ES",24/10/2018," by C & R Properties Ltd, Manchester (City)"
1195,74246144,2 bedroom apartment for sale,189000,"Park Rise, Seymour Grove, Manchester",23/08/2018, by Stevenson Whyte
1194,72073217,2 bedroom apartment for sale,189495,"Bridgewater Wharf, Manchester, Greater Manchester, M5",19/03/2018, by York Laurent
1193,76216418,2 bedroom flat for sale,189495,"Bridgewater Wharf Apartments, Ordsall Lane, Manchester, Greater Manchester, M5",08/10/2018, by Parker Buchanan Estates Ltd
1192,75993356,1 bedroom apartment for sale,189720,"Derwent St, 
Manchester,
M5 4RE
",30/09/2018, by Alliance Investments
1191,76120514,1 bedroom apartment for sale,189720,"Hood Street, Manchester, M4",04/10/2018, by Surrenden Invest
1180,76394138,3 bedroom semi-detached house for sale,189950,"Newton Road, Failsworth, Manchester",16/10/2018," by N P Estates, Manchester"
1181,74192432,4 bedroom detached house for sale,189950,"Rings Close, Failsworth, Manchester",29/06/2018," by Medlock Estates, Failsworth"
1182,76586996,Studio flat for sale,189950,"The Hub, 5 Piccadilly Place, Manchester, M1 3BR",22/10/2018," by Hunters, Manchester"
1183,67726360,2 bedroom apartment for sale,189950,"The Beeches, West Didsbury, Manchester",27/09/2018," by Philip James Kennedy, Didsbury"
1184,72870950,2 bedroom apartment for sale,189950,"Mere House, Castlefield, Manchester, M15 ",30/04/2018," by Thornley Groves, Manchester Southern Gateway"
1185,73165136,1 bedroom flat for sale,189950,"Aspin Lane, Manchester, Greater Manchester, M4",14/05/2018, by Royal Properties
1186,56708958,3 bedroom semi-detached house for sale,189950,"Marland Crescent, Reddish, Stockport",20/09/2018," by Philip James Kennedy, Sales"
1188,57540054,3 bedroom end of terrace house for sale,189950,"Stanier Avenue, Eccles, Manchester",," by Barlow White Estates, Monton"
1189,69413684,1 bedroom property for sale,189950,"Meadow Side, Angel Meadow, Manchester, Greater Manchester, M4",03/10/2017, by JLL
1190,66725506,3 bedroom semi-detached house for sale,189950,"Leicester Road, Failsworth, Manchester",01/08/2018," by N P Estates, Manchester"
1178,74697332,3 bedroom semi-detached house for sale,189950,"Lord Lane, Failsworth, Manchester",27/07/2018," by Medlock Estates, Failsworth"
1187,56323368,3 bedroom end of terrace house for sale,189950,"Doncaster Avenue, Withington, Manchetsre, M20 ",30/08/2018," by JP & Brimelow , Withington"
1179,76442342,3 bedroom detached house for sale,189950,"Moston Lane East, Manchester",17/10/2018," by Cousins Homes Ltd, Failsworth"
1177,56442003,2 bedroom apartment for sale,189995,"Off Plan Manchester Apartments, Chester Road, Manchester",14/09/2017, by RW Invest
1176,75993827,1 bedroom flat for sale,189995,"Bridgewater Wharf Apartments, Ordsall Lane, Manchester, Greater Manchester, M5",30/09/2018, by Parker Buchanan Estates Ltd
1175,76567220,2 bedroom apartment for sale,189995,"Luxury Manchester Apartments, Talbot Road, Manchester",13/09/2017, by RW Invest
1174,57153096,1 bedroom flat for sale,189995,"Bridgewater Wharf Apartments, Ordsall Lane, Manchester, Greater Manchester, M5",09/10/2018, by Parker Buchanan Estates Ltd
1400,48898038,3 bedroom flat for sale,190000,"Fresh, 138 Chapel Street, Salford, Greater Manchester, M3",12/07/2018," by Bridgfords, Manchester"
1399,76428176,4 bedroom semi-detached house for sale,190000,"Horncastle Road, Manchester, M40",17/10/2018," by Purplebricks, covering Manchester"
1398,72911882,1 bedroom flat for sale,190000,Manchester M3,01/05/2018, by Emoov
1167,64351459,2 bedroom flat for sale,190000,"City Road East, Manchester, Greater Manchester, M15",06/03/2018," by Bridgfords, Manchester"
1163,67927876,2 bedroom semi-detached house for sale,190000,"Styal Avenue, Stretford, Manchester",11/10/2018," by Home Estate Agents, Stretford"
1164,66869932,1 bedroom apartment for sale,190000,"102 Manchester Road, Chorlton Cum Hardy, Manchester, M21 ",08/08/2018, by JP & Brimelow
1165,52780413,2 bedroom semi-detached house for sale,190000,"Platt Lane, Manchester",15/06/2018," by Edward Mellor Ltd, Withington"
1166,66725941,3 bedroom terraced house for sale,190000,"Colwyn Avenue, Fallowfield",01/08/2018," by Gascoigne Halman, Didsbury"
1173,68122285,2 bedroom apartment for sale,190000,"City Gate 3, 5 Blantyre Street, Castlefield",23/10/2018," by Julie Twist Properties, Manchester"
1172,54957039,3 bedroom semi-detached house for sale,190000,"Beresford Road, Manchester",07/09/2018," by Edward Mellor Ltd, Levenshulme"
1171,56934621,4 bedroom terraced house for sale,190000,"Richmond Grove, Manchester, Greater Manchester, Uk, M13",02/10/2018," by Bridgfords, Withington"
1170,57143694,3 bedroom end of terrace house for sale,190000,"Ashurst Road, Peel Hall, Manchester, M22",09/10/2018," by Northern Etchells, Manchester"
1169,74988284,1 bedroom apartment for sale,190000,"Tobacco Factory, 30 Ludgate Hill, Northern Quarter",14/09/2018," by Goodwin Fish, Manchester"
1168,74829893,2 bedroom flat for sale,190000,"St Pauls Road, Withington, Manchester",11/09/2018," by Jordan Fishwick, Withington"
1397,51390057,2 bedroom apartment for sale,190450,"Signature Mill, Lower Vickers Street, Manchester",31/10/2017," by YOPA, National"
1396,52619919,2 bedroom apartment for sale,190950,"Lower Vickers Street, Manchester",24/01/2018, by Spencer Harvey
1395,76003970,1 bedroom apartment for sale,191250,"Derwent St, 
Manchester,
M5 4RE
",01/10/2018, by Alliance Investments
1392,75592010,1 bedroom apartment for sale,192200,"High Street,  Manchester,  M4 ",13/09/2018," by Browns & Co Property, Liverpool"
1393,76393184,1 bedroom apartment for sale,192200,"High Street,  Manchester,  M4 ",16/10/2018," by Browns & Co Property, Liverpool"
1394,76120430,1 bedroom apartment for sale,192200,"Hood Street, Manchester, Greater Manchester, M4",04/10/2018, by Surrenden Invest
1391,57153102,2 bedroom flat for sale,192495,"Bridgewater Wharf Apartments, Ordsall Lane, Manchester, Greater Manchester, M5",09/10/2018, by Parker Buchanan Estates Ltd
1390,76171172,2 bedroom flat for sale,192495,"Bridgewater Wharf Apartments, Ordsall Lane, Manchester, Greater Manchester, M5",06/10/2018, by Parker Buchanan Estates Ltd
1389,76320320,1 bedroom flat for sale,192495,"Bridgewater Wharf Apartments, Manchester, Greater Manchester, M5",12/10/2018, by Parker Buchanan Estates Ltd
1388,57329382,2 bedroom flat for sale,192500,"Moor Lodge, Heaton Moor Road, Heaton Moor",16/10/2018," by Julian Wadden, The Heatons"
1387,55326891,2 bedroom apartment for sale,192500,"Number One, Media City UK, Salford Quays, Greater Manchester, M50",22/06/2018," by JLL, Manchester"
1386,76003952,1 bedroom apartment for sale,192780,"Derwent St, 
Manchester,
M5 4RE
",01/10/2018, by Alliance Investments
1385,76393154,1 bedroom apartment for sale,193200,"High Street,  Manchester,  M4 ",13/09/2018," by Browns & Co Property, Liverpool"
1384,72072839,2 bedroom apartment for sale,193495,"Bridgewater Wharf, Manchester, Greater Manchester, M5",19/03/2018, by York Laurent
1383,71342978,Studio flat for sale,193907,"Exchange Point, Chapel Street, Manchester, Greater Manchester, M3",07/02/2018, by Cushman & Wakefield
1382,74930054,1 bedroom apartment for sale,194000,"The Hallmark,
The Green Quarter,
Manchester,
M4",10/08/2018, by Forty/8 Developments
1381,76216424,2 bedroom flat for sale,194495,"Bridgewater Wharf Apartments, Ordsall Lane, Manchester, Greater Manchester, M5",08/10/2018, by Parker Buchanan Estates Ltd
1380,75787925,1 bedroom apartment for sale,194500,"Great Ancoats Street,
Manchester,
M4",21/09/2018, by Waterside Places (General Partner) Limited
1378,72170906,2 bedroom apartment for sale,194700,"Regents Park, Ordsall Lane, Salford, Greater Manchester, M5",22/03/2018, by Royal Properties
1377,72171071,2 bedroom apartment for sale,194700,"Regents Park, Ordsall Lane, Salford, Greater Manchester, M5",22/03/2018, by Royal Properties
1379,72170768,2 bedroom apartment for sale,194700,"Regents Park, Ordsall Lane, Salford, Greater Manchester, M5",22/03/2018, by Royal Properties
1375,75273788,2 bedroom flat for sale,194709,"Regent Plaza Apartments, Regent Road, Greater Manchester, M5",30/08/2018, by Alesco Investment Properties
1374,75945407,2 bedroom apartment for sale,194709,"Regent Road , Manchester, M5",28/09/2018, by Century 21 Liverpool
1376,53997297,2 bedroom apartment for sale,194709,"Regents Park, Ordsall Lane, Salford, Greater Manchester, M5",19/04/2018, by Opulent
1373,75106124,2 bedroom apartment for sale,194950,"Lake House, Castlefield, Manchester, M15 ",22/08/2018," by Thornley Groves, Manchester Southern Gateway"
1372,57465024,1 bedroom apartment for sale,194950,"St Simon Street, Salford",23/10/2018, by North Property Group Ltd
1371,73250534,4 bedroom semi-detached house for sale,194950,"Belgrave Road, New Moston, Manchester, M40",17/05/2018," by Ryder & Dutton, Chadderton"
1370,56905911,2 bedroom apartment for sale,194950,"Advent 2, Ancoats, Manchester, M4 ",01/10/2018," by Thornley Groves, Manchester Southern Gateway"
1369,67953259,4 bedroom detached house for sale,194950,"Gorton, Manchester, M18",12/10/2018," by The Estate Agent Manchester, Manchester"
1368,76360241,3 bedroom semi-detached house for sale,194995,"Polletts Avenue,
Stockport,
SK5",15/10/2018, by Countryside 
1367,57114390,2 bedroom apartment for sale,194995,"Salford, Manchester",24/10/2018, by North Property Group Ltd
1353,56558574,3 bedroom semi-detached house for sale,195000,"Fairford Way, Reddish",12/09/2018," by Space 4 Living Estate Agents, Reddish"
1352,74894672,3 bedroom semi-detached house for sale,195000,"Princess Road, Manchester, M14",08/08/2018," by Purplebricks, covering Manchester"
1351,54747489,3 bedroom terraced house for sale,195000,"Stanhope Street, Levenshulme, Manchester",09/10/2018," by Edward Mellor Ltd, Levenshulme"
1346,67803535,2 bedroom detached house for sale,195000,"Moorhey Cottage, St Mary's Road, Manchester",03/10/2018," by Clarke & Co, Chadderton"
1349,53707858,3 bedroom semi-detached house for sale,195000,"Hamilton Road, Longsight, Manchester",06/04/2016," by Kaye Mackenzie, Levenshulme - Sales"
1348,53649000,2 bedroom flat for sale,195000,"Warwick Road, Old Trafford, Manchester, M16",29/03/2018," by Reeds Rains , Stretford"
1347,67442542,1 bedroom apartment for sale,195000,"New Development, Simpson Street",11/09/2018, by Julie Twist Properties
1354,69836573,2 bedroom apartment for sale,195000,"Express Buildings, Northern Quarter",15/12/2017," by Buckley Frayne, Manchester"
1350,57468441,4 bedroom town house for sale,195000,"St Hildas Close, Northenden, Manchester",24/10/2018," by Julian Wadden, Didsbury"
1356,71596631,2 bedroom apartment for sale,195000,"The Linx, Simpson Street",02/07/2018," by Pad Residential, Manchester"
1355,70638851,3 bedroom semi-detached house for sale,195000,"Haslington Road,Wythenshawe,Manchester,M22",18/12/2017," by Delisa Miller Estate Agency, Gatley"
1358,70668545,2 bedroom apartment for sale,195000,"158 Manchester Road, Chorlton, Manchester, M16 ",14/08/2018, by JP & Brimelow
1359,66818191,2 bedroom apartment for sale,195000,"N V Building, 100 The Quays, Salford, M50 3BE",06/08/2018," by Hunters, Manchester"
1361,70590332,2 bedroom apartment for sale,195000,"N V Building, 100 The Quays, Salford, Lancashire, M50",02/08/2018," by Lawrence Copeland  (Town & City Centre), Manchester"
1362,75539393,2 bedroom apartment for sale,195000,"Mauldeth Road, Withington",11/09/2018," by Gascoigne Halman, Didsbury"
1363,57465687,1 bedroom apartment for sale,195000,"Castlegate, 2 Chester Road, Manchester",23/10/2018," by Rendall & Rittner Sales and Lettings, Manchester"
1364,74615630,3 bedroom terraced house for sale,195000,"Pemberton Street, Old Trafford",24/07/2018," by Craven & Company, Sale"
1365,67958440,3 bedroom terraced house for sale,195000,"Feldom Road, Manchester, M23",12/10/2018," by Reeds Rains , Sale"
1366,65569435,2 bedroom apartment for sale,195000,"The Pack Horse, 357 Deansgate, Manchester",08/10/2018," by Philip James Manchester, Sales"
1357,76056503,2 bedroom terraced house for sale,195000,"Moor End, Manchester, M22 4JQ",02/10/2018, by Hunters
1360,76487702,2 bedroom house for sale,195000,"Houldsworth Street,
Reddish,
Stockport,
SK5",18/10/2018, by DeTrafford Estates Group
1345,65843039,2 bedroom apartment for sale,196000,"Lake House, Castlefield, Manchester, M15 ",29/06/2017," by Thornley Groves, Manchester Southern Gateway"
1344,65983963,2 bedroom apartment for sale,196000,"Jefferson Place, Fernie Street, Manchester",16/10/2018," by Philip James Manchester, Sales"
1343,76320323,2 bedroom flat for sale,197495,"Bridgewater Wharf Apartments, Manchester, Greater Manchester, M5",12/10/2018, by Parker Buchanan Estates Ltd
1342,74913515,2 bedroom apartment for sale,197500,"7 Collier Street, Castlefield",09/08/2018," by Pad Residential, Manchester"
1341,66989422,1 bedroom flat for sale,197500,"Century Buildings, 14 St Marys Parsonage, Manchester",15/08/2018," by Jordan Fishwick, Manchester"
1340,74643626,2 bedroom apartment for sale,197550,"Signature Mill Lower Vickers Street, Manchester",25/07/2018," by JP Hay Sales & Lettings Limited, Manchester "
1339,74642510,2 bedroom apartment for sale,197550,"Signature Mill Lower Vickers Street, Manchester",25/07/2018," by JP Hay Sales & Lettings Limited, Manchester "
1338,54121920,2 bedroom apartment for sale,197615,"Regents Park, Ordsall Lane, Salford, Greater Manchester, M5",26/04/2018, by Opulent
1337,75273890,2 bedroom flat for sale,197615,"Regent Plaza Apartments, Regent Road, Salford, Greater Manchester, M5",30/08/2018, by Alesco Investment Properties
1336,76003955,1 bedroom apartment for sale,197880,"Derwent St, 
Manchester,
M5 4RE
",01/10/2018, by Alliance Investments
1335,56066382,1 bedroom flat for sale,199000,"Trafford Wharf Road, Trafford Park, Manchester",14/08/2018, by SAB
1334,47734035,3 bedroom bungalow for sale,199000,"Kerr Street, Blackley, Manchester, M9",12/03/2018," by Ryder & Dutton, Middleton"
1333,75759188,3 bedroom terraced house for sale,199000," Grandale Street,  Manchester, M14",14/05/2018," by Easy Homes MCR, Manchester"
1329,62795968,2 bedroom apartment for sale,199450,"Signature Mill, Lower Vickers St, Manchester",20/11/2017," by Philip James Manchester, Sales"
1331,53879166,2 bedroom apartment for sale,199450,"Signature Mill,Lower Vickers Street,Manchester",13/04/2018," by Thomas Property Group, Chester"
1330,70779017,2 bedroom apartment for sale,199450,"Lower Vickers Street, Manchester",01/01/2018," by Doorsteps.co.uk, National "
1328,51390084,2 bedroom apartment for sale,199450,"Signature Mill, Lower Vickers Street, Manchester",31/10/2017," by YOPA, National"
1327,56250402,2 bedroom apartment for sale,199450,"Signature Mill,Lower Vickers Street,Manchester",24/08/2018, by Thomas Property Group
1326,51390078,2 bedroom apartment for sale,199450,"Signature Mill, Lower Vickers Street, Manchester",31/10/2017," by YOPA, National"
1325,54308250,2 bedroom apartment for sale,199450,"Signature Mill,Lower Vickers Street,Manchester",10/05/2018, by Thomas Property Group
1332,52620117,2 bedroom apartment for sale,199450,"Lower Vickers Street, Manchester",24/01/2018, by Spencer Harvey
1324,76120271,1 bedroom apartment for sale,199680,"Hood Street, Manchester, M4",04/10/2018, by Surrenden Invest
1312,76407404,2 bedroom apartment for sale,199950,"Advent House 1, 2 Isaac Way, Manchester, Greater Manchester, M4",16/10/2018," by Cherry Picked Properties, Heald Green"
1313,73373525,3 bedroom semi-detached house for sale,199950,"Wyndale Drive, Failsworth, Manchester",01/10/2018," by N P Estates, Manchester"
1314,57465009,1 bedroom apartment for sale,199950,"St Simon Street, Salford",23/10/2018, by North Property Group Ltd
1315,69052400,1 bedroom apartment for sale,199950,"Meadow Side, Angel Meadow, Manchester, M4",27/09/2017, by Cushman & Wakefield
1316,65966167,2 bedroom duplex for sale,199950,"Old Oak Street, Didsbury Village, Manchester, M20 ",25/06/2018," by Jordan Fishwick, Didsbury"
1320,67065997,2 bedroom flat for sale,199950,"Pencarrow Close, West Disbury, Manchester, M20 ",06/09/2018," by Jordan Fishwick, Didsbury"
